text,target
"Раньше мамам декретный отпуск давали на два месяца. Меня папа растил. Полгода работал в ночь, а днём со мной был. У нас с ним удивительная связь всю жизнь была. Я папина дочь",0
А почему бы и нет?,0
"Ай-яй-яй, какой кошмар, папа с детьми в декрете сидит. А должен же заделать ребятишек и слиться..... ЛЮДИ! Очнитесь. Ответственность на обоих В этой семье - это НАСТОЯЩИЙ ПАПА.",1
"О, очень важный момент подметил автор. Плач, капризы и ТП не так фигачаь по нервам мужику,как женщине. Соответственно,он более адекватен в такие моменты,чем могла бы быть мама.. я тоде за собой замечала много раз,когда сын даже не плачет,а просто что то говорит, сложно абстрагироваться.. инстинкт требует все бросить и внемать",0
Гордость за Вас берет!!!,0
Вот повезло жене вашей-разгрузили,0
Молодцы вы оба,0
"У меня тоже муж золотой И сам к стоматологу, на прививки с детьми сходит, все делал и делает, очень ответственный",0
"Мужик, конечно, молодец, но меня смущает, что быт он поддерживает кое-как, и в итоге все равно многое на жене стирка, готовка хорошей еды, муж только уборку делает, да и то так, что раз в месяц вызывают клининг. И работает в основном тоже жена. Ну такое, если честно... Хотя, если в обратной ситуации конкретно этот мужик не стал бы требовать от жены идеального содержания быта и разнообразной еды каждый день, то вопросов и претензий к нему нет, красавчик.",0
Самое главное вас все устраивает. Кому не нравится пусть не смотрят. Дай бог вашей семье благополучия и крепкого здоровья.,0
"И???? Отработка повестки дня для государства? Ну ладно, давай зачетку, сдал.",0
"А че бы и нет? У ребенка 2 родителя, вот пусть и папа посидит, справедливо",0
Просто красавчики вы с женой! Успехов вам и удачи,0
Нахер всех посылайте,1
"Браво папе, вы молодец ни кого не слушайте.",0
Бальзам для глаз,0
Пффффффффффф,1
Кишлачник,1
Хоть что то с утра порадовало.,0
"Ну Молодцы прибрались, И надеюсь своему другу дали Люлей. Есть хорошие приезжие люди,И есть свиньи как Этот.",1
Чудесааа,0
Ааааа сука оооор тварье сука подзалупное,1
"Ведёт себя как мясо, которое им есть нельзя!",0
Так и надо этим чурбанам,1
Во прикол!!!!,0
"А после славной уборки, они решили друг друга отпороть. Барашка в награду им не подвезли.",0
Животные они.. От них воняет всегда..,1
"Домой пусть едут к себе . Совсем охамели, ведут себя как свиньи .",1
Позвал чтоб вместе убраться Говноеды,1
Блевотные черножопы,1
"посмотрел я как ты в грозном кинул бы и качать начал..,башку ему отбить и вон из россии..,они только на нас качают братья славяне..мы это будем искоренять..",1
"Чебуречные майские уборки, для них это надо в обязаловку ввести..",0
Животные,0
"Ну что тут сказать. получает то что заслужил, если не мжет понять как себя вести, аэропорт близко может отправиться отдыхать.",0
Надо повсеместно внедрить этот передовой опыт.,0
Бибизян своих подставил. Молодец!!,1
Попалась особо тупая чурка.,1
Что то на грани фантастики..,0
Петух ебаный. Сам за себя не вывозит.,1
Депортация !,0
Молодец автор,0
"Правильная братская помощь.приехали, исправили.",0
"Хорошо ,что его познакимили с культурным отношением в Росси. Мусор за собой нужно убирать.",1
Свиньи,1
Черножопыепидоразы,1
"Вот именно так с ними и нужно поступать. По другому они не понимают, а то привыкли к извинениям. Извинился на камеру и все на этом, свободен.",0
Обезьяны уже и до Калининграда добрались? Как тараканы во в еда лезут,1
"Конечно это отлично, когда этих долбоящеров заставили убирать за собой, и не только за собой как видно, но я считаю, что вдохновляться тем, что такое отношение надо проявлять только к мигрантам, это неправильно, нужно всех, кто выбрасывает мусор где попало так проучить, независимо от национальности, расы и вероисповедания, только тогда будет чистота на планете, ну или хотя бы в России. Природу беречь надо, наша планета, наш дом, нельзя гадить в доме никому, это как минимум нехорошо",1
Типичный азиатский петушок.из сериивоспитан ослами,1
Отлично. Как такое получилось?,0
"Из кон , выкидывают трудолюбивые мусор дальнобои",1
"Ебаные мастурбеки, грязные ишакоебы!",1
Дешёвый черти.,1
Понты в Калининграде дорогие....,0
"Братья молодцы,приехали и помогли собрать мусор своему товарищу",0
"Молодцы реябта, которые по итогу заставии убирать зхдоровых любов за собой",0
Ослоебов в аулы,1
Взял бы да в машину уроду закинул весь мусор,1
шайтан ишак свпдьба кишлак счастье. Домой шайтана отправить,1
"свинья кишлачная, матюкается как молится профессионально",1
Колени выгнуть в обратную сторону,0
Погань нерусская,1
"Они по одному нихрена не могут, доказано на 100",0
Охуели они,1
Че то виновника торжества на видео с убирающими не видно .,0
черт ебаный.,1
С этой шерстью только так,0
"А зачем он с макакой культурно разговаривает, ещё и объяснять пытается?",0
Мрази ослоебные Овцеебные!засерайте свои кишлаки!узбекское ебало или или таджикский рожа!вас ослаебы мало вам пешком под жопу без гражданства ублюдки!,1
Автор красавчик!,0
Пидорасы . еще базарит че то . в ебло его надо было бить в его тупое,1
"Раб попутал вселенную. Странно, что у него машина и телефон имеется. Явно не честным трудом заработал",1
Скорее всего обезьянка из таджикистана,0
"Дикие чурки засрали свой кишлак, теперь к нам приехали",1
"Усебя в ауле пусть срут,уроды муслимские",1
"Вот когда говорят, что без мигрантов Россия будет грязной, не учитывают, что мигрант убирает одну кучу мусора, а тут же делает три.",0
"Животное, ослоб, едь домой тварь!!!",1
Гнида кашлацкая.,1
Аялякамяляке,0
Домой уебков,1
"Чурка , скоро в России будут одни чурки , засрут и тут все , своих дебилов хватает , эти ещё едут все",1
Это мразь.,1
Шакалы,1
Животные!,1
Красота!,0
Черти вас только так и надо учить бобуины,1
В парашу головой черта ебаного и вместе с парашей в Пакистон обратно,1
"Господи да каких пор эти уб,,,и будут у нас в России хозяйничать пусть едут в свой кишлак",1
Такой-же,0
"Красавчик мужик, лучший.",0
Ахахахахахха,1
"Чертило , видимо от свиней принимают культуру, где живут там и срут",1
"Нахуй твоя жопа хороша, гнида.",1
Ну они же приехали порядок наводить,0
С это мой земляк ! Ублюдок позорит нас .,1
Чайки перепуганые У себя все засрали до россии добрались,1
Люди говно просто,1
Ебаная обезьяна,1
"Ублюдку такому только ослам жепы мыть, гнильё.",1
И так пусть чешут по всей дороге,0
СВИНЬЯ ЧЕБУРЕЧНАЯ. НАДО БЫЛО ДРУЗЬЯМ ВСЮ ЛЕСОПОЛОСУ ВЫЧИСТИТЬ ОТ МУСОРА! ПОТОМ ВСЕМ ГУРТОМ ИЗ РОССИИ НА ХЕР ВЫКИНУТЬ.,1
"Обезьяна, что синее взять?",1
Басурманин 5 раз на дню жопу моет но вокруг все засрет,1
ВОКЗАЛ- КИШЛАК!!! РУССКИЕ - ВПЕРЁД!!!,1
"Дружбан Матвиенко,культурный ценный специалист.",0
Нужно было жрать заставить,0
"Мало этим чуркам,инадо было ещё отхерачить так, чтобы ссал кровью урюк мразный.",1
Кто не смыл ?,0
Они все свиньи.. От природы,1
Как прибрались сразу и на родину их нужно высылать,0
Чурки ипаные,1
Вот это красота!,0
"Ну убрались, А за то что, он говорил в адрес оператора, с него кто-нибудь спросил вообще, с этого,, незаменимого,, таксиста?! Судя по его тону и словам, оно будет это продолжать в том же духе, если не хуже",0
Вот так местные во всём дружно решали б вопросы эти аборигены может думали прежде чем что-то сделать,0
это разные места,0
"Тачку отобрать , и пусть до конца дней своих с метлой по тротуарам гоняет",0
Бораны тупые,1
Свинья черножопая,1
Свинья,1
"С такой педоросней и разбираться не зачем, домой",1
"Ну вот же, по мужски поступили, накосячил-исправил и друзья вон какие хорошие, помогли",0
Обезьяна сыкливая подзывает приматов,1
"Хуета еще та, зато вах какой важный биля",1
апарыши,1
Не знаю как Вы их заставили убираться мужики - но Вы молодцы,0
Они живут как грязные ишаки и привыкли к грязи,1
"Потому как обезьяны, всегда были и будут обезьянами им жить только у себя так как срачь для них нормально",0
Ублюдки черножопые,1
С на такие нужны??? Всю семью кишлак!!!!,0
Свиньи по жизни и по сущности своей подобные люди !!!!,1
Черти дырявые,1
Еще и вьебать надо было ослаебов!!!!,1
Вот это братская помощь,0
Чепушилы,1
Сам за себя даже ответить не может,0
"Мразь черномазая,потом обижаются",1
Как же они уже всех задрали!!!!,1
Ого в Калининграде уже,0
"Зачем так долго разговаривать ? Надо брать кол и вышивать мозги. Парни, вы выглядите как лохи .",1
Они понимают только силу. Хватит уже унижаться. Хватит ныть.,1
Гоните их из Калининграда пока не поздно.,0
"Ну тут монтаж на лицо. Сначала разговор с таксистом возле аэропорта, а затем съёмка в другом месте - аэропорта не видно, отбойника нет, совсем другое место, где нанятые для уборки мусора люди собирают мусор.....Я не на стороне сорильщика и за наказание таких, но против имитации наказания через лживый монтаж!",0
Пинка под зад до аула,1
Путинские спасители демографии России,1
Свинья еbaная. Заставить сожрать весь мусор.,1
Ломать,0
Чурки,1
Сам в одиночку нет никто чипушила хачовский,1
Ишак слов не понимает,0
Черт тупой.....,1
Свиньи чертовы,1
Гнать эту хуету,1
"Шавка черножопая, ослоёбов нахуй из России!",1
"Ещё и дерзит, крыса горная",1
Грязное существо,1
Ещё и ремнем по жопе этих тварей,1
Молодцы какие. Братская помощь должна быть такая!,0
Пусть в кишлаке у себя мусорит. Ишаки,1
Тараканы,1
"Аааа,так он уборщиков вызвал.Свинья е...ная",1
Черти бля ни хрена он разговаривает ебала ему вынести сучара,1
"Не разговаривайте с черными, херачьте сразу по морде",1
Животная раса,1
Трусы,1
Потому что скот. Срет как ишак.,1
Ты лучший,0
Узбек ака,0
Сильный духом,0
Эти мрази уже и туда добрались!!!!,1
Чукчи,1
Проблем человеку нехватает времени много у него,0
Дать Оскар,1
"Раньше бумажку выронил и убираешь сразу в радиусе 100 м , чтобы потом не было желания бросать",0
Я так понимаю это братья в конце были?,0
Все почти такие ослицы,1
Маме званите вали пса,0
Ана ни знала мана нашальника,0
Порядок наводят,0
"Про Дальний восток молчат. Власти пойдут ради бабла на всë. Мигрантам выделяют маленьких девочек для удовлетворения, чтобы хорошо работали на новостройках. Все молчат про Хабаровск. Беженцы с Украины топят за мигрантов. Меня блокируют, отбирали документы, телефоны. Полиция всë замяли. Факты у меня на странице. Нужна огласка.",0
Вот что животворящий пендаль делает!,0
"Какие молодые, а уже такие молодцы",0
Ослоебы,1
Быдло он и в африке быдло,1
За это департировать со всей семьей к себе на родину,0
Тупая чурка,1
Им только бычки и собирать надо,0
Хозяева хреновы ! Свою родину засрали теперь к нам срать приехали !!!! Гнать борзых с России !!!!!,1
"Где этих чертей только нет, даже в Калининграде!",1
Не показали кто их заставил и как,0
Пидораса пинками из страны,1
Приехали из помоек в РФ и хотят тут также Грязно и Срачно сделать! Чтобы было как дома!,0
"Чурка! Где живет, там и срет!",1
"Сука обезьяна ебучая, она ничего не понимает, только пиздюлину тварь",1
Да свинья он!,1
"Кому вы объясняете...шакалам, вонючкам.",1
"Вот так они разговаривают с пассажирами, кто им вообще разрешил работать в такси, в маршрутках за рулём разговаривают, правила не соблюдают, грубят.",0
Куски говнр,0
Уе.ки черножопые потом начнете на генацид жаловаться,1
Ебало разбить. Нахуй их с Калининграда. Рождённые через жопу,1
Чурки ванючие,1
Маймуны,1
Вот так будет всегда !!!! Вам понятно ослаебы !!!,1
В кишлак этого ублюдка!,1
"Вся страна в этом гавне.Куда ещё, зачем",0
обезьяна,0
"И сразу звонить, в одного не вывозят",0
Ишака еб,1
Пидорасы вообще охуели бить тварей очень больно,1
Неналюбуишься,0
Обезьяна кишлачная,1
Чернота противная разорвал бы,1
"в ебло молотком бит этих чурок нужно.занбла эта чернота. я бы уже отпиздошил эту мразь,за слова-какая разница. это моя страна,вот какая разница.рабы ебкчие",1
Пойдёт,0
Мартышка не понял что от него требуют и позвал кто на по русский понимает.,1
Красава автор,0
"Зачем спрашивать зачем ты засоряешь ? Он свинья , а это харам!",1
Самое обидное что этих свиней чот очень много завезли,1
Ублюдок черномазый,1
Ахахаха хачовские шлюхи!!,1
Скотобаза е.... Ная,1
Свинья мигранские. Валите в свои кишлаки.,1
Красавцы!!! Так и надо со свиньями!!!,1
Свиньи черножопые.,1
Домой едь срси у мужа,1
Обезьяна обрезанная.,1
"Узбеки да и вся эта шерстяная нечисть. Это ведь тараканы, там где таракан, там грязь.",1
"Да на месте таких прижигать, такое нам не нужно",1
Собаке палку,1
Помогли тебе твои ляхи,1
Это мигранты радикальные исламисты. Тоесть ваххабиты-террористы. И борьба любыми подручными средствами. Отвертка..монтировка..газовый... Террористов нужно уничтожать.,1
апустил чюрбеков красава,0
Россию они не считают своим аулом поэтому и мусорят и что хотят то и творят,0
"Эту , домой в аул",0
Свиней на учить,1
"Кому ты объясняешь, они тупые не потому что мы так решили, они тупые по ому что тупые от природы.",1
"Нихера, они себя ведут дерзко как!",0
Парашники чурки,1
Козёл-еще огрызается.,1
Наши молодцы. Добились своего.,0
Как они достали уже.,0
"За малейшее хулиганство, огромный штраф и выезд семьёй на свою родину за свой счёт.достали уже обезьяны.",0
"Чурка в параше всю жизнь жил,и тут так же хочет",1
Это он братьев позвал мусор убрать молодец,0
Мартышка еба...,1
"Дикари, привыкли у себя срать.....",1
На историческую родину,0
втоптать его в асфальт!,1
Так должно быть по всей России!,0
Свою страну засрали и сюда прутся срать,1
Он и дома ссыт на стенку,1
Выебать козла,1
Палкой по голове!!!,1
"Вот так же. По всей матушке, добровольно-принудительно. С ласковым пинком, и в родной аул. К ешакам.",1
Тварь,1
"Сразу своим макакам звонить стал, кишлачное недоразумение.",1
До границы пусть убирают,0
"В госду. у, в администрацию каждого города, поселка их поселить, чтобы каждую минуту проживали с этими существами властьимущие, почуяли, чтоэто такое...",0
Обезьяна черножопая,1
Он и срёт в кровати,1
Ёбаная шерсть езжай в кишлак,1
Бараны! Привыкли жить в говне!,1
Приятно !!! Работайте Братья !!!,0
Как приятно видеть их за своим любимым делом.,0
Они привыкли,0
Обезьяны,1
"Так они же хуже животных, живут в грязи",0
"Это обиженные мигран в детстве ,эти все и сказано!",0
Он им по телефону сказал приезжайте убираться будем,0
Они выросли в говне и для них это норма.,1
Потому что свинская нация,1
НадобылоУебатьЧерта,1
Дамой ишака,1
Уебище аульное,1
В аул козла,1
"Русских таких же сидоров полно, просто надо штрафы за выброс мусора в неположенном месте и не 500 рублей, а 20-30 тысяч и исправительные работы часов на 50, наказание деньгами понимает абсолютное большинство, а кто не понимает, того труд исправит.",1
Обезьяны дырявые!!!?,1
"Хера объяснять, битой по балде",1
Чурбанье,1
Чурка вонючая,1
свиноты,1
Раз бейте ему ебло,1
Красиво,0
Биомусор собирает мусор.,1
А обезьяну всё равно на родину.,0
Это кто их заставил мусор убирать ?,1
Красавчик,0
Вот это настоящие чурки,1
"Домой пора ослоёбу, в край окуели",1
"он сказал . братья приедете тут очень много мусора надо прибрать, помогите.",0
Кто-то ещё хочет СССР вернуть? Представить страшно как эти мастурбеки потом себя поведут.,0
"Ми ослолюбы привыкли что сром ,даже домана ишаках?!",1
Мразь скуа конченая,1
Псина на собачьем языке разговаривает. Вали к себе в жопу мира и там мусори.,1
"Молодцы, всё убрали,",0
Ослаебы,1
Не понимает! Это- же свинья аульная!,1
Давно пора этих гандонов на место поставить,1
У себя дома так не делают. Вот из-за таких кретинов и бордак.,1
Чурки санные. Уже до Калининграда добрались. Зачем их впускают?!,1
"Животное и дума таких завет с интеллектом куриц, образованные и грамотные не нужны, задают не удобные вопросы.",1
"Чмошник черножопый,он по жизни черт",1
Свинья аульная,1
По одному ни кто не вывозит разговоров....чуть напряги - сразу звонят биратьям....ссыкуны,1
Очередное тупое приезжее эээ баля,1
Ишак епаный в жопу ему его мусор обратно затромбовать!,1
Суки тупые,1
"И в Калининграде эти тараканы, сколько их плодится,",0
Так он же дибил,1
Чурки у себя дома замирают все и здесь тоже хотят так же. Под молотки их,1
Чушки свинье твари мрази,1
Чушок,1
"Привык срач в доме видно, грязнуля...",0
"Вызывай мусоров, пусть напрямую в кишлак депортируют эту мразь",1
Это по жизни свиньи кишлачные.,1
Черти ебучие заполонили всю Россию!,1
Привык у себя срать,1
Сука в ауле кидай.,1
Чурбанье свиньи,1
Расстрелять депортировать,1
Мрази,1
Баран,1
"Вот так должны мигранты извиняться, а не вот эти вот их извените мы больше не будем на камеру...",0
Помогли убрать?,0
Черти.,1
С пидорасами разговоривать те надо,1
Ебаные поросята !,1
Удачно позвонил! Приятно смотреть как эти обезьяны работают,0
"Ха ха . молодецЭти б... всю Сортировку в Екатеринбурге так засрали. Делаю замечания , в лучшем случае убегают. А что я одна женщина сделаю, все мимо ходят и молчат. Прохожим видимо пофиг, что пакеты с мусором и просто мусор вдоль ул Технической валяются.. Видимо я одна борюсь. И заставляю коммунальные службы работать. Убирать. Хотя похоже безполозно, не хотят прибирать наш микрорайон. А этих ослов не перевоспитать.",1
Пускай бы мусор пешком отнесли в свой кишлак?!,1
Ишаки,0
Для этого они сюда и едут,0
Всех хатчей гнать поганой метлой !!! Их мамаша от ишака понесла через жопу!!!,1
Чёрт помойный жрать его надо было заставить,1
А где пиздюлины? Где депортация с выводком?,1
Братья помогли убрать,0
"Вот крысы, сам не вывозит, и сразу в аул звонить",1
Тупой осел когда мозгов нет вот так все кончается,1
Твари! Чурку- Домой!,1
"Да ЭТИМ не дано жить в цивилизации, их дом кишлак, транспорт ишак... Спасибо Путину за них... Зато на СВО из единицы...",1
Свинья бля,1
"Братаны ему потом отдельно спасибо скажут, что позвал опездюлится бесплатно .",1
А собрать всю пидарасню и отправить в кишлак можно? Пусть там таксуют. И вообще не надо пользоваться услугами таким ословодов.,1
В землю обезьян!,1
"Именно из-за такого поведения вы чурки ни культуры не увожения , не ценят красоту природы твари потом чистого место не найдёшь!",1
Это то чем они должны заниматься!,0
взорвать,1
Черкаши ещё легко отделались,0
"Бешерме-мешерме не прокатило, отара хайванов пасутся в привычном месте.",1
То есть гость в России ведет себя как подлый хозяин,0
молодцы !,0
"Без братьев ни как, ссыкло черножопое",1
"Свиньи,не любят чистоту,они любят баращька,дай ему пез...ы",1
Красавчик !!! Чурбанов на колени !,1
"Заставить жрать мусор , запихать ему рот . Гондурасы",1
Чущпаны ебаные!!!,1
"Вооооот,для этого и только для этого эти мрази и нужны",1
Привыкли что где живут там и срут. Шакалы,1
Мразота! В этом их суть!,1
Черт нерусский,1
Одним словом осел черножопый,1
"В этом видео, они занимаются тем, чем и должны, для чего они сюда и приехали.",0
Скоты кишлачные,1
"Через час они приедут туда и вывалят в 3 раза больше мусора,их перед этим нужно было запинать до бессознанки,только тогда в их ослиной голове может что-то отложилось!",1
"Шакалы, по одному как зайцы а с братьями сила. Только шакалы стаями и эти тоже",1
"А, где тот самый незаменимый? Собирают то другие...",0
Вот так и надо с ишаки аульскими.,1
Мигрант езжай домой в свой кишлак и делай там все что хочешь,1
На кукан макаку,1
"Чурки, свои страны засрали",1
Давайте пидарасов всех отстреливать,1
"Свинота ебб,аная",1
Чурбаны бл.....т.еще возникает урод.как все это надоело.,1
Так их баранов учить и надо!!!,1
"Они говно едят, что им мусор",1
Если это реально произошло то дружки ему потом еб..к начистили,1
Ебло надо бить такому уебку,1
"уважуха братан, ты красава угораю с этих недочеловеков",0
"А что аборигены забыли в Калинграде , да ещё а такси ? Их участь на стройках и чернорабочими на заводах , и то на ограниченное время и в тоске по семьям в кишлаках",0
Какая прелесть чО снЫмаЭшь,0
Уёбище пиздаглазое,1
Ишаки аульные.,1
"Козлы вонючие,привыкли в хлеву жить,а наши чиновники рады Родину за рубли продать.Как все противно.Они засрали все крупные города и ничего, живут.Слава Богу,в нашем маленьком городке их поштучно и кое кто держит их на коротком поводке.Жители не страдают",1
Бооорзый,1
Помогли братья по разуму! Чиркаши унитазные,1
"Все правильно,заняты своим делом",0
"они сюда в Россию приехали порядок наводить. вот вам веник и мешки - вперед, наводите. свиньи кишлачные",0
Опять ЧУРКИ.....,1
Приятно смотреть молодцы ребята только так и надо,0
Нужно было ещё сожрать все заставить,1
Таким только в бубен. Но тут могут быть последствия.,0
У ослоебов ни когда чисто не бывает - это свиньи по жизни и повероисповеданию,1
"Сука черножопая, чтоб тебя маслятами закормили, блевотина",1
"Уроды,грязь",1
Пусть убираются,0
"по ебалу на месте, чë вы с ними базарите",1
Уебка ебаного посадить нахуй,1
Сам то герой не убирает?,0
Ебать это нарушение наряд полиции и зразу Домой чтоб довезли,1
Узбек иплос,1
Насри ему на торпеду,1
В конце самое красивое !,0
"попутал друг ишака, ты здесь нужен чтоб убирать мусор",1
Привыкли у себя дома в срачнике жить.,0
Чурка дырявая,1
"Валух тупой. Они любят чистоту? Да они свиньи! Поспал,жопу помыл и погнал этой рукой пловжрачка для нищихжрать.",1
Семь миллионов раз посмотрел с удовольствием,0
"Бе бе , пиздите пока стадо не приехало",1
"Гнать их надо,их из дома выгнали,они там не пригодилось неч то, зачем это нам.",0
"Да свиней везде хватает.... Не важно, где живет, и где родился... Это генетика ... Свинья она и в Африке свинья... Русские вас это в первую очередь касается",1
Звери вонючие,1
Чёрная свинья,1
Кентов позвал помочь,0
Кто-то в узбекистане забыл клетку закрыть в зоопарке.,0
Он наверно жопу тоже не вытерает после по болшому.,1
"Унас площадь от семечек подметают, каждый раз когда там спортики проходят...",0
Чёрные свиньи,1
Отребье поганое,1
Чурка он и в Африке чурка,1
Полиция работать надо - сидят на подкормке террористов,0
Еб.......... е таджики,1
Жизнь хороша!!!,0
Какая разница. Разница в том что бы не срали где живешь.,0
Департировать даже за такое!,1
Свои Республики засирают они и сюда лезут,1
Ну наконец-то они начали работать по назначению. Это лучшее видео за день,0
хуесосы,1
Закинул бы ему всё в авто весь мусор,1
Красава брат,0
Осел черножорый,1
На бутылку,0
Только жаль ролики смонтированы,0
"Так привыкли ,шкурки от бананов бросать",0
С ноги по Балу е,1
"Обезьяны не сознают когда гадят под ноги. На то они и животные, дети природы.",1
Они сами как мусор в России. Толку от них нет одно говно,1
"А я думаю, что как в Калининграде чисто, а это незаменимые специалисты убираются... Очень город понравился, и вся область...",0
Как они достали,0
Пора опять дружинников как в советское время вечерами ходили,0
Русские эти уебки уже к нам в дом пришли. Нахер они тут нужны.Геноцид забыли.,1
"Черт позорный и номер теперь известный, кто встретит его на дороге передавайте привет!",1
"Да им насрать на чистоту, эта погань только себя..., хотя ни хуя, они и себя то не уважают, чушканы позорные, себя позорят и свой народ!",1
"Надо токих обнулять ,другие будут ссать так делать, будет порядок!",1
Черти опупевшие Братец правильно всё сделал Одолели уже эти мигранты,1
Убрали? Красавчики! Таких мы уважаем и принимаем в общество.,0
"Трус, сразу толпу свою созывает. Что мы хотим, чтобы вы все из России с..... Ь. Это наша страна.",1
Ишакамдуплочистяльшики,1
Убираю только другие они этот чёрт в обтяжках,1
"Как кавказец скажу , надо было сравнять с землей эту негодяя. Только не относите таких к числу мусвльман",1
"Вот такие они грязные, я знаю их, им вокруг себя похрен архитектуры у них нету красоты нету, одним словом воздуханы",0
Нахуй таких мартышек с России,1
Тупорылые ослоебы,1
Это свиньи бей свиней они и потому не едят свиней они не едят себе подобных,1
"Когда бай над ними есть, они жопу готовы целовать",1
Обезьяна дикая и засраная!В башку ему еба..ть надо!!!ушатать таких надо!,1
По одному сыкло. И нам надо друг за друга. Тогда будет им плохо,1
"У себя все засрали, теперь сюда лезут засранцы халяльные",1
Когда закончится этот шлак в моей Стране,1
Ослоебы слишком много из себя возомнили...,1
Черти тупорылые!,1
Не надо вообще пользоваться их услугами!,0
"Гнать их в родной кишлак , пусть у себя грязь разводят !",1
Братья пришли убрать мусор,0
"Свои аулы засали, ещё тут хотел!!! Не получилось, не фартануло",1
"ЛАНДШАФТНЫЙ ДИЗАЙН МАНА. КУМГАНЧИК ЖОПА МЫТЬ И ДОМОЙ,АЭРОПОРТ РЯДОМ.",1
"Разговор с этими гнидами надо всегда начинать с удара черенком от лопаты по башке. Тогда они начинают слушать внимательно и до них быстрее доходит, что от них хотят.",1
Чебуреки очень грязные .,1
Гниды кишлачные!,1
Все они пидоры,1
Ишак кишлачный парни красавы,1
Чуть чуть тонированный сука задрали абреки,1
Обезьяны блядь.,1
Привыкли срать и ссать на улицах.... Этож мы научили их жопу вытирать..... Обезьяны,1
"А чему удивляться? Привыкли в кишлаках жить, как в свинарниках.",0
Шайтан ты где?,1
"Мрази ебаные, думают толпой сильны",1
Ахуел Баран,1
Чурки ебаные,1
Хорош,0
Молодцы ребята,0
"Мыслить восвояси, плюс его соплеменников человек 20 рандомных.",1
Пинать чурбанье обоссаное это тупой скот,1
"Вот пидарасинаведь не прав,а пыжется. Молодец парень,который поставил его на место",1
Пусть наёбывают копченые!,1
На кончать на собаку удалую,1
Надо смотреть как уговарили взять мешки.,0
Да таким баранам не объяснишь,1
"Молодец, чебурек! Порядок навел",1
Долбите уродов,1
Как они уже в Калининград пролезли? Кто их туда впустил?,0
Загадили Страну черкаши,1
Биомусор шайтаны .,1
"Для уборки их сюда завезли , но что-то пошло не у",0
Молодцы мужики!!!!,0
Петух он волосатый,1
Зачморили их конкретно,1
А по другому никак!!!,0
"Хорошо, что братья драться не полезли",0
Здорово,0
"Трус, стаю собирает",1
Аплодирую стоя,1
"По русски скажу, чтоб понятнее было - Свинья грязная. Привыкли срать где ни попадя, теперь и в НАШУ страну припёрлись свиньи, ему подобные, срать где попало",1
"Ну, среди наших, местных, засерь хватает тоже. Пепельницы вытряхивают, бычки выкидывают, всякий мусор...",1
Мастурбеков в родной аул нах. й,1
"Пусть этот чмо оператор снимает всех кто бросает мусор , 80 это русские",1
В кишлак отправить. Не умеет жить цивилизованно - в кишлак.,0
Надо было мордой натыкать,1
"Грязные мрази, всех сука к себе отправить",1
Мастурбеки,1
Ахаха,0
Закон должен быть от таких вызывальщиков братьев. Сразу впаять 20 лет за создание опг.,0
